学员 ID,学员姓名,课程类别,课程名称,报名节数/期数,单价（元/节/期）,缴费总额（元）,缴费日期,学员所在城市,缴费方式,课程状态
STU11219,卢凤英,成人游泳,成人蛙泳入门班,19,97,1843,2025-09-21,杭州,现金,已结课
STU11220,王雷,考级课程,一级考级冲刺班,26,127,3302,2025-09-24,成都,银行卡,已退费
STU11221,王东,私教课程,一对二私教课,22,169,3718,2026-01-02,武汉,分期,已结课
STU11222,王志强,成人游泳,成人减脂游泳班,32,226,7232,2025-09-03,西安,分期,已开课
STU11223,孙晶,集训课程,寒假集训营,2,2860,5720,2025-11-21,北京,支付宝,已结课
STU11224,吴峰,成人游泳,成人减脂游泳班,30,109,3270,2026-02-20,成都,银行卡,已结课
STU11225,王雪,少儿游泳,少儿蝶泳精英班,18,242,4356,2026-01-27,上海,微信支付,已开课
STU11226,赵淑英,成人游泳,成人减脂游泳班,44,122,5368,2025-10-26,南京,支付宝,已退费
STU11227,郭淑珍,集训课程,暑期集训营,2,3166,6332,2025-11-17,杭州,分期,已结课
STU11228,伍涛,少儿游泳,少儿蝶泳精英班,39,185,7215,2025-11-30,西安,现金,已结课
STU11229,李鑫,私教课程,一对一私教课,21,197,4137,2025-10-16,西安,分期,已开课
STU11230,侯华,亲子游泳,亲子水上游戏课,28,248,6944,2025-12-21,杭州,分期,已退费
STU11231,李桂花,少儿游泳,少儿蛙泳基础班,16,102,1632,2026-02-05,成都,微信支付,已结课
STU11232,沈建国,考级课程,等级考试预备班,50,193,9650,2025-09-09,杭州,现金,已开课
STU11233,杨波,亲子游泳,亲子水上游戏课,17,130,2210,2025-10-02,南京,现金,已结课
STU11234,张金凤,集训课程,考前集中训练营,1,3424,3424,2025-10-28,西安,银行卡,已开课
STU11235,邢秀华,集训课程,国庆集训班,2,3217,6434,2025-12-16,深圳,微信支付,已退费
STU11236,刘帆,亲子游泳,亲子启蒙班,10,86,860,2025-12-05,西安,分期,已开课
STU11237,刘刚,成人游泳,成人减脂游泳班,25,222,5550,2025-10-20,重庆,现金,已结课
STU11238,王莉,考级课程,三级考级集训班,18,242,4356,2025-10-15,成都,银行卡,已结课
STU11239,张明,亲子游泳,亲子互动班,16,112,1792,2026-02-09,重庆,现金,已结课
STU11240,吴玉珍,集训课程,国庆集训班,3,1825,5475,2025-10-23,上海,微信支付,已报名
STU11241,李建华,少儿游泳,少儿自由泳提高班,11,238,2618,2025-09-21,重庆,现金,已报名
STU11242,向明,集训课程,寒假集训营,2,2799,5598,2025-12-01,广州,支付宝,已结课
STU11243,徐璐,成人游泳,成人水中健身课,22,217,4774,2025-12-06,杭州,微信支付,已开课
STU11244,朱柳,成人游泳,成人蛙泳入门班,50,228,11400,2025-09-29,武汉,分期,已报名
STU11245,蔡琴,成人游泳,成人水中健身课,26,126,3276,2025-12-02,深圳,现金,已报名
STU11246,谭建,少儿游泳,少儿蝶泳精英班,14,204,2856,2025-09-20,深圳,现金,已开课
STU11247,孙桂珍,私教课程,私教包月套餐,20,126,2520,2025-10-16,重庆,分期,已结课
STU11248,马雷,少儿游泳,少儿仰泳专项班,32,203,6496,2026-02-01,西安,微信支付,已开课
STU11249,刘英,集训课程,国庆集训班,1,1894,1894,2026-01-16,北京,分期,已结课
STU11250,张洁,成人游泳,成人自由泳速成班,33,109,3597,2025-09-08,南京,支付宝,已开课
STU11251,沈桂珍,集训课程,寒假集训营,2,2060,4120,2025-09-24,南京,分期,已结课
STU11252,党娜,亲子游泳,亲子水上游戏课,37,211,7807,2025-10-20,杭州,支付宝,已开课
STU11253,卢秀梅,集训课程,国庆集训班,2,1710,3420,2026-01-29,杭州,支付宝,已结课
STU11254,姜想,集训课程,考前集中训练营,2,3308,6616,2026-01-31,杭州,银行卡,已结课
STU11255,徐文,考级课程,三级考级集训班,37,131,4847,2025-12-05,上海,现金,已开课
STU11256,富红,少儿游泳,少儿仰泳专项班,47,184,8648,2026-02-13,西安,银行卡,已开课
STU11257,彭秀华,少儿游泳,少儿自由泳提高班,30,189,5670,2025-12-01,深圳,微信支付,已开课
STU11258,王晨,私教课程,一对三私教课,19,160,3040,2025-11-21,北京,银行卡,已开课
STU11259,冯想,考级课程,二级考级专项班,24,223,5352,2026-02-02,深圳,分期,已开课
STU11260,林亮,考级课程,二级考级专项班,48,99,4752,2026-02-13,成都,现金,已开课
STU11261,张建平,私教课程,一对二私教课,22,92,2024,2026-01-06,北京,银行卡,已结课
STU11262,黄健,少儿游泳,少儿蝶泳精英班,20,233,4660,2025-12-08,深圳,分期,已报名
STU11263,霍丽娟,少儿游泳,少儿蛙泳基础班,39,152,5928,2025-12-13,北京,分期,已退费
STU11264,杨兵,少儿游泳,少儿仰泳专项班,11,97,1067,2025-12-16,杭州,银行卡,已开课
STU11265,胡想,私教课程,私教包月套餐,15,222,3330,2026-01-05,重庆,微信支付,已开课
STU11266,苏楠,集训课程,考前集中训练营,2,3238,6476,2025-10-02,南京,分期,已报名
STU11267,陈旭,成人游泳,成人蛙泳入门班,10,115,1150,2025-11-22,成都,支付宝,已开课
STU11268,胡莹,成人游泳,成人水中健身课,44,81,3564,2025-09-14,杭州,微信支付,已报名
STU11269,赵志强,私教课程,一对一私教课,26,164,4264,2025-12-07,杭州,支付宝,已退费
STU11270,张洋,考级课程,三级考级集训班,17,112,1904,2025-10-08,重庆,现金,已结课
STU11271,殷桂香,集训课程,暑期集训营,3,2580,7740,2026-01-01,武汉,银行卡,已开课
STU11272,赵玉华,集训课程,考前集中训练营,1,1688,1688,2025-11-15,上海,银行卡,已结课
STU11273,张彬,成人游泳,成人自由泳速成班,14,99,1386,2025-09-16,深圳,微信支付,已结课
STU11274,陆秀荣,亲子游泳,亲子水上游戏课,22,204,4488,2025-10-24,重庆,分期,已结课
STU11275,李勇,私教课程,一对三私教课,39,247,9633,2026-01-08,上海,支付宝,已开课
STU11276,梁岩,私教课程,私教包月套餐,38,238,9044,2025-12-12,深圳,微信支付,已开课
STU11277,洪旭,成人游泳,成人水中健身课,46,245,11270,2025-12-28,上海,微信支付,已开课
STU11278,许玲,亲子游泳,亲子互动班,27,87,2349,2026-01-14,武汉,银行卡,已开课
STU11279,陈文,考级课程,等级考试预备班,32,190,6080,2025-12-11,西安,现金,已结课
STU11280,苏桂香,少儿游泳,少儿蝶泳精英班,27,174,4698,2025-12-07,成都,支付宝,已开课
STU11281,苏华,亲子游泳,亲子互动班,48,150,7200,2026-01-05,西安,现金,已报名
STU11282,陈玉兰,少儿游泳,少儿自由泳提高班,17,136,2312,2025-09-10,重庆,银行卡,已开课
STU11283,向红梅,考级课程,等级考试预备班,27,137,3699,2026-02-27,成都,现金,已开课
STU11284,潘丽丽,成人游泳,成人水中健身课,41,132,5412,2025-10-23,南京,银行卡,已结课
STU11285,李娜,私教课程,一对一私教课,16,127,2032,2026-02-27,重庆,现金,已结课
STU11286,王桂芝,集训课程,寒假集训营,1,2145,2145,2025-10-13,广州,银行卡,已结课
STU11287,张超,成人游泳,成人蛙泳入门班,40,189,7560,2025-10-16,杭州,微信支付,已开课
STU11288,张玉,少儿游泳,少儿仰泳专项班,40,229,9160,2025-12-30,上海,微信支付,已结课
STU11289,王楠,考级课程,二级考级专项班,24,214,5136,2025-10-08,上海,微信支付,已开课
STU11290,梁鑫,集训课程,国庆集训班,2,2504,5008,2026-01-18,杭州,现金,已开课
STU11291,马桂荣,亲子游泳,亲子启蒙班,32,157,5024,2026-01-11,重庆,现金,已报名
STU11292,高金凤,集训课程,暑期集训营,1,2340,2340,2026-02-16,广州,银行卡,已结课
STU11293,姚秀荣,成人游泳,成人减脂游泳班,33,132,4356,2025-10-20,成都,微信支付,已退费
STU11294,曹兵,集训课程,考前集中训练营,3,1858,5574,2026-02-21,南京,银行卡,已开课
STU11295,赵琴,亲子游泳,亲子技能提升班,29,128,3712,2026-02-27,南京,分期,已报名
STU11296,陈帆,亲子游泳,亲子技能提升班,28,108,3024,2026-01-06,广州,现金,已结课
STU11297,罗桂芳,考级课程,二级考级专项班,49,222,10878,2025-11-17,武汉,银行卡,已报名
STU11298,李英,私教课程,一对一私教课,39,90,3510,2026-01-30,上海,微信支付,已结课
STU11299,李磊,少儿游泳,少儿蝶泳精英班,32,249,7968,2025-09-13,杭州,支付宝,已开课
STU11300,杨桂芝,私教课程,一对二私教课,15,149,2235,2025-10-21,成都,分期,已退费
STU11301,郑华,私教课程,一对二私教课,12,201,2412,2025-11-03,成都,现金,已开课
STU11302,葛飞,少儿游泳,少儿仰泳专项班,29,232,6728,2026-01-23,成都,银行卡,已结课
STU11303,程华,成人游泳,成人自由泳速成班,26,114,2964,2025-10-22,杭州,银行卡,已报名
STU11304,葛燕,考级课程,三级考级集训班,44,126,5544,2025-12-21,上海,支付宝,已结课
STU11305,张磊,集训课程,国庆集训班,3,3414,10242,2025-12-01,武汉,银行卡,已结课
STU11306,熊东,亲子游泳,亲子水上游戏课,39,87,3393,2025-09-07,成都,微信支付,已结课
STU11307,吴浩,考级课程,二级考级专项班,25,228,5700,2025-10-03,重庆,分期,已结课
STU11308,张凯,私教课程,一对一私教课,35,112,3920,2025-09-02,武汉,分期,已结课
STU11309,徐林,少儿游泳,少儿蛙泳基础班,13,149,1937,2026-02-14,上海,银行卡,已结课
STU11310,张金凤,私教课程,私教包月套餐,31,95,2945,2026-01-28,西安,微信支付,已结课
STU11311,陈杨,考级课程,一级考级冲刺班,45,206,9270,2026-02-20,广州,银行卡,已结课
STU11312,张桂花,集训课程,暑期集训营,2,2777,5554,2025-09-30,上海,微信支付,已开课
STU11313,李桂珍,少儿游泳,少儿蛙泳基础班,25,132,3300,2025-09-07,西安,现金,已开课
STU11314,刘峰,少儿游泳,少儿仰泳专项班,35,203,7105,2025-10-31,西安,银行卡,已结课
STU11315,王明,集训课程,考前集中训练营,3,2763,8289,2025-10-08,北京,支付宝,已报名
STU11316,黄璐,集训课程,寒假集训营,1,2547,2547,2026-01-18,深圳,现金,已结课
STU11317,王帅,私教课程,一对一私教课,47,206,9682,2025-11-10,成都,现金,已结课
STU11318,宁鑫,少儿游泳,少儿蝶泳精英班,36,188,6768,2025-11-12,武汉,微信支付,已结课
STU11319,朱兰英,少儿游泳,少儿仰泳专项班,12,245,2940,2026-02-16,重庆,现金,已报名
STU11320,范洁,私教课程,一对二私教课,39,197,7683,2025-10-11,南京,分期,已结课
STU11321,朱秀芳,考级课程,一级考级冲刺班,32,214,6848,2025-09-17,广州,支付宝,已开课
STU11322,王成,集训课程,国庆集训班,2,2964,5928,2025-10-06,杭州,银行卡,已退费
STU11323,黄兵,少儿游泳,少儿蝶泳精英班,34,200,6800,2025-10-17,重庆,分期,已结课
STU11324,陈娜,考级课程,二级考级专项班,18,162,2916,2026-01-27,南京,分期,已结课
STU11325,张桂花,亲子游泳,亲子启蒙班,12,87,1044,2025-10-11,深圳,微信支付,已结课
STU11326,孙鑫,亲子游泳,亲子水上游戏课,30,139,4170,2025-10-31,上海,支付宝,已结课
STU11327,刘燕,亲子游泳,亲子水上游戏课,14,95,1330,2025-09-30,北京,微信支付,已结课
STU11328,马丽娟,私教课程,一对一私教课,21,162,3402,2025-12-25,成都,支付宝,已退费
STU11329,张丹,考级课程,一级考级冲刺班,22,144,3168,2026-02-21,杭州,支付宝,已开课
STU11330,董敏,成人游泳,成人减脂游泳班,43,129,5547,2026-02-09,上海,支付宝,已报名
STU11331,邹金凤,成人游泳,成人蛙泳入门班,33,184,6072,2025-09-19,南京,支付宝,已结课
STU11332,吴鹏,集训课程,考前集中训练营,1,3204,3204,2025-12-31,西安,银行卡,已开课
STU11333,王兰英,考级课程,一级考级冲刺班,14,192,2688,2025-12-06,上海,分期,已报名
STU11334,杨婷,考级课程,二级考级专项班,16,110,1760,2025-09-14,重庆,分期,已开课
STU11335,樊建平,成人游泳,成人水中健身课,26,179,4654,2025-09-18,广州,银行卡,已报名
STU11336,郭秀云,考级课程,一级考级冲刺班,43,236,10148,2025-12-12,重庆,微信支付,已结课
STU11337,吴霞,少儿游泳,少儿蝶泳精英班,26,247,6422,2025-12-17,杭州,支付宝,已开课
STU11338,郑华,少儿游泳,少儿自由泳提高班,23,220,5060,2025-11-24,北京,支付宝,已结课
STU11339,汤荣,考级课程,等级考试预备班,32,98,3136,2026-02-01,重庆,微信支付,已结课
STU11340,陈娜,亲子游泳,亲子互动班,27,90,2430,2026-01-06,西安,支付宝,已结课
STU11341,李玉英,亲子游泳,亲子水上游戏课,29,138,4002,2025-09-07,深圳,分期,已结课
STU11342,宋玲,亲子游泳,亲子启蒙班,45,203,9135,2025-12-06,广州,现金,已结课
STU11343,宋婷,考级课程,一级考级冲刺班,17,192,3264,2026-02-05,南京,银行卡,已开课
STU11344,熊玉华,亲子游泳,亲子启蒙班,25,139,3475,2025-10-29,成都,分期,已结课
STU11345,王莹,少儿游泳,少儿自由泳提高班,13,99,1287,2025-10-17,杭州,微信支付,已开课
STU11346,仝红霞,考级课程,一级考级冲刺班,28,113,3164,2026-01-01,上海,微信支付,已报名
STU11347,廖瑜,考级课程,一级考级冲刺班,41,171,7011,2025-10-27,武汉,银行卡,已退费
STU11348,孙莹,考级课程,二级考级专项班,25,214,5350,2025-11-21,西安,分期,已报名
STU11349,李刚,私教课程,私教包月套餐,49,204,9996,2025-10-23,广州,分期,已开课
STU11350,李小红,集训课程,寒假集训营,1,2262,2262,2025-10-07,北京,支付宝,已结课
STU11351,孙志强,集训课程,考前集中训练营,1,1543,1543,2025-09-09,杭州,银行卡,已结课
STU11352,周建华,私教课程,一对一私教课,13,151,1963,2025-12-08,武汉,微信支付,已结课
STU11353,韩坤,亲子游泳,亲子水上游戏课,12,137,1644,2025-10-18,成都,分期,已报名
STU11354,沈超,私教课程,一对一私教课,44,169,7436,2026-02-03,南京,银行卡,已结课
STU11355,黎欣,考级课程,一级考级冲刺班,11,167,1837,2026-02-07,成都,现金,已结课
STU11356,李桂香,集训课程,暑期集训营,1,2633,2633,2026-02-21,杭州,分期,已结课
STU11357,惠丹,考级课程,二级考级专项班,20,177,3540,2025-10-31,广州,微信支付,已开课
STU11358,唐浩,集训课程,国庆集训班,1,2011,2011,2025-11-15,南京,分期,已开课
STU11359,戴柳,考级课程,二级考级专项班,33,148,4884,2026-02-15,重庆,微信支付,已报名
STU11360,王刚,考级课程,二级考级专项班,26,125,3250,2025-09-05,武汉,微信支付,已结课
STU11361,孙健,私教课程,私教包月套餐,50,222,11100,2025-09-15,重庆,微信支付,已开课
STU11362,李桂荣,考级课程,二级考级专项班,14,192,2688,2025-11-10,杭州,现金,已报名
STU11363,蓝红梅,集训课程,寒假集训营,1,3284,3284,2025-09-13,深圳,微信支付,已结课
STU11364,毛林,成人游泳,成人减脂游泳班,47,161,7567,2025-10-29,北京,银行卡,已退费
STU11365,徐丽华,少儿游泳,少儿仰泳专项班,44,91,4004,2025-11-29,上海,微信支付,已结课
STU11366,罗丽,少儿游泳,少儿蛙泳基础班,25,132,3300,2025-12-05,成都,微信支付,已结课
STU11367,张晶,私教课程,一对二私教课,11,163,1793,2025-12-02,南京,现金,已结课
STU11368,景娜,私教课程,私教包月套餐,28,239,6692,2025-09-12,杭州,支付宝,已退费
STU11369,张成,少儿游泳,少儿蛙泳基础班,48,134,6432,2026-01-09,西安,分期,已结课
STU11370,周荣,成人游泳,成人减脂游泳班,47,88,4136,2025-10-09,成都,微信支付,已退费
STU11371,郭柳,成人游泳,成人减脂游泳班,44,111,4884,2026-01-14,北京,分期,已结课
STU11372,张婷,考级课程,三级考级集训班,30,148,4440,2026-01-26,杭州,支付宝,已开课
STU11373,何兰英,私教课程,一对二私教课,39,160,6240,2025-09-30,深圳,现金,已结课
STU11374,李平,亲子游泳,亲子技能提升班,15,170,2550,2025-09-20,南京,现金,已结课
STU11375,孙健,亲子游泳,亲子水上游戏课,24,225,5400,2025-10-03,西安,支付宝,已结课
STU11376,叶兵,亲子游泳,亲子互动班,48,146,7008,2025-11-27,南京,微信支付,已报名
STU11377,杨婷,亲子游泳,亲子互动班,46,206,9476,2025-10-21,广州,现金,已报名
STU11378,王秀云,少儿游泳,少儿蝶泳精英班,26,221,5746,2025-12-30,上海,支付宝,已结课
STU11379,赵帅,亲子游泳,亲子启蒙班,20,98,1960,2026-01-14,成都,现金,已开课
STU11380,徐桂荣,亲子游泳,亲子互动班,28,110,3080,2025-11-26,重庆,分期,已结课
STU11381,刘兰英,集训课程,暑期集训营,1,3012,3012,2025-12-24,成都,现金,已结课
STU11382,冯磊,亲子游泳,亲子技能提升班,40,114,4560,2026-01-29,西安,微信支付,已开课
STU11383,张建华,少儿游泳,少儿仰泳专项班,39,177,6903,2025-10-16,西安,分期,已开课
STU11384,郭建军,少儿游泳,少儿自由泳提高班,29,206,5974,2026-01-23,西安,分期,已结课
STU11385,莫桂花,亲子游泳,亲子技能提升班,30,178,5340,2025-10-16,广州,微信支付,已结课
STU11386,欧磊,集训课程,寒假集训营,2,2563,5126,2026-02-05,南京,微信支付,已开课
STU11387,王琳,成人游泳,成人蛙泳入门班,28,150,4200,2025-10-28,广州,银行卡,已退费
STU11388,黄玲,私教课程,一对一私教课,24,250,6000,2025-09-25,深圳,分期,已结课
STU11389,黄倩,成人游泳,成人蛙泳入门班,48,90,4320,2026-01-17,西安,支付宝,已报名
STU11390,金飞,少儿游泳,少儿仰泳专项班,23,152,3496,2026-01-25,成都,现金,已结课
STU11391,陈海燕,亲子游泳,亲子技能提升班,17,110,1870,2025-12-20,武汉,银行卡,已报名
STU11392,王春梅,成人游泳,成人水中健身课,17,170,2890,2025-10-27,上海,银行卡,已开课
